study,cancer_type,protein,transcript,expression
GTEX,GTEX Brain,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.826, -6.506, -3.171, -5.574, -5.574, -4.293, -6.506, -3.626, -5.012, -5.574, -4.293, -4.035, -3.626, -3.816, -4.608, -4.035, -3.626, -4.608, -6.506, -4.608, -4.293, -4.035, -5.012, -4.608, -5.012, -0.5973, -5.574, -5.012, -3.308, -5.012, -3.458, -4.608, -3.308, -2.932, -4.293, -6.506, -3.626, -4.608, -3.171, -5.012, -4.293, -4.035, -6.506, -5.574, -2.932, -4.035, -5.012, -5.574, -3.308, -3.308, -4.293, -3.626, -6.506, -4.608, -5.574, -3.458, -4.608, -3.171, -6.506, -5.574, -4.608, -5.574, -5.574, -6.506, -5.574, -2.932, -4.035, -4.035, -6.506, -4.608, -2.932, -6.506, -4.293, -3.308, -3.047, -5.012, -3.626, -5.574, -6.506, -4.035, -5.012, -5.012, -4.293, -2.826, -5.012, -5.574, -5.012, -4.293, -4.608, -5.012, -5.012, -3.626, -4.035, -3.458, -1.831, -4.035, -4.608, -5.574, -3.816, -2.245, -3.047, -5.574, -4.608, -6.506, -3.171, -5.574, -4.608, -6.506, -2.548, -3.458, -3.308, -6.506, -6.506, -6.506, -4.608, -5.012, -5.574, -5.574, -6.506, -3.458, -5.012, -4.608, -5.012, -5.012, -4.035, -4.035, -5.574, -4.293, -4.293, -6.506, -4.608, -5.012, -3.626, -3.308, -2.932, -4.293, -4.293, -4.293, -5.012, -3.816, -5.574, -4.035, -4.293, -5.574, -3.308, -5.574, -4.035, -5.574, -5.574, -4.608, -5.574, -4.035, -4.035, -2.727, -2.727, -2.114, -3.816, -2.932, -4.293, -5.012, -2.826, -4.608, -4.608, -5.574, -5.012, -4.293, -4.608, -3.626, -3.816, -3.458, -3.816, -3.816, -3.816, -3.816, -3.816, -3.171, -3.816, -3.171, -0.9686, -6.506, -5.012, -5.012, -1.685, -4.035, -3.171, -5.012, -4.608, -6.506, -4.293, -5.574, -3.626, -2.466, -5.012, -4.608, -4.293, -4.608, -2.727, -4.608, -6.506, -5.012, -4.293, -5.012, -4.293, -4.293, -4.035, -2.245, -3.458, -4.293, -3.047, -6.506, -3.626, -4.293, -2.932, -2.635, -2.548, -4.293, -5.574, -6.506, -4.293, -3.816, -3.626, -5.574, -5.574, -4.608, -5.574, -5.574, -6.506, -3.308, -6.506, -6.506, -3.816, -5.574, -4.608, -4.608, -3.458, -3.308, -4.035, -2.727, -4.608, -6.506, -5.574, -4.293, -3.458, -3.626, -4.035, -4.608, -4.608, -6.506, -3.047, -4.035, -3.816, -3.816, -3.626, -6.506, -4.608, -5.574, -5.574, -5.574, -4.035, -4.608, -1.938, -2.727, -4.293, -3.171, -5.574, -4.035, -3.308, -4.293, -3.816, -4.608, -4.608, -4.035, -3.458, -2.932, -4.293, -5.012, -4.608, -3.458, -4.035, -5.574, -5.574], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Brain,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -5.574, ""q1"": -9.966, ""q3"": -4.293, ""whislo"": -9.966, ""whishi"": 0.4865, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Brain,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.458, -3.458], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Brain,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-5.574, -2.727, -3.047, -4.293, -2.826, -4.035, -4.608, -3.308, -3.626, -4.293, -4.035, -4.035, -3.626, -1.639, -2.548, -3.047, -3.626, -3.308, -5.012, -5.574, -1.392, -4.608, -1.431, -4.293, -3.626, -1.994, -1.431, -4.035, -4.035, -3.626, -5.012, -4.293, -1.938, -3.626, -2.548, -3.816, -3.308, -3.626, -1.831, -4.608, -2.826, -4.035, -3.308, -3.626, -3.458, -3.458, -3.626, -4.608, -6.506, -2.932, -6.506, -6.506, -4.035, -2.245, -4.608, -3.308, -2.315, -2.178, -3.171, -1.026, -3.816, -2.548, -3.626, -3.171, -3.816, -4.293, -1.318, -2.388, -3.816, -4.608, -4.035, -2.826, -3.047, -3.626, -5.012, -5.012, -2.727, -2.245, -5.012, -2.932, -3.047, -2.548, -3.816, -5.574, -4.293, -6.506, -1.831, -1.938, -5.012, -4.293, -2.178, -5.574, -5.012, -3.626, -3.816, -4.293, -2.178, -3.626, -1.51, -3.816, -2.635, -2.635, -3.171, -3.626, -2.727, -4.293, -4.608, -2.727, -1.639, -4.293, -3.816, -6.506, -4.035, -2.932, -4.608, -1.431, -3.458, -4.035], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Breast,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.035, -3.458, -5.012, -3.816, -4.035, -4.293, -2.727, -3.308, -4.293, -4.293, -2.635, -3.171, -1.552, -3.626, -3.308, -3.171, -3.047, -3.308, -2.548, -0.8339, -3.626, -2.635, -2.932, -1.781, -6.506, -4.035, -4.293, -3.308, -3.308, -3.816], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Breast,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -4.608, ""q1"": -9.966, ""q3"": -2.427, ""whislo"": -9.966, ""whishi"": 1.486, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Breast,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.0574, -2.388, -2.932, -1.781, -5.012, -0.1031, 0.9419, -2.053, -3.816, -1.685, -3.171, -2.178, -1.938, -2.932, -1.595, -3.816, -1.056, -4.035, -0.1504, -3.171, -1.639, -1.884, -1.639, -0.7346, 0.0014, 0.0854, -4.608, -0.2159, -1.781, -3.171, -2.932], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Breast,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308, -3.626, -3.626, -2.114, -3.308, -2.727, -5.574, -5.012, -5.574, -5.012, -4.608, -2.548, -6.506, -5.012, -5.574, -2.635, -3.816, -2.635, -4.608, -4.293, -3.171, -3.626, -2.932, -2.932, -4.293, -2.053, -4.293, -3.308, -2.466, -3.458, -3.816, -2.826, -2.932, -4.608, -3.308], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Breast,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -2.548, ""q1"": -4.035, ""q3"": -1.2654999999999998, ""whislo"": -6.506, ""whishi"": 2.337, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Breast,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.388, -3.171, -2.826, -1.938, -3.047, -2.245], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Breast,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.458, ""whislo"": -9.966, ""whishi"": 1.264, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Cervix Uteri,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -4.035], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Cervix Uteri,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.6312499999999996, ""whislo"": -9.966, ""whishi"": -1.938, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Cervix Uteri,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Cervix Uteri,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -7.371, ""whislo"": -9.966, ""whishi"": -3.626, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Cervix Uteri,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -2.887, ""q1"": -3.7685, ""q3"": -2.53125, ""whislo"": -4.035, ""whishi"": -1.51, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Cervix Uteri,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Cervix Uteri,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.608, -1.994], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Colon,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.171, -2.727, -2.548, -4.293, -4.035, -5.012, -1.283, -5.574, -2.053, -4.293, -4.035, -2.245, -3.626, -2.245, -3.816, -2.635, -4.608, -2.727, -4.035, -5.012, -3.308, -3.816, -4.293, -4.608, -1.026, 0.058, -4.608, -4.293, -3.458, -4.293, -2.388, -4.035, -2.315, -2.245, -1.214, -1.994, -1.318, -2.635, -4.293, -2.466, -3.816, -0.1665, -6.506, -1.431, -4.293, -4.608, 0.1124, -3.626, -4.293, -5.574, -3.816, -3.458, -2.932, -4.035, -3.816, -1.994, -4.608, -1.318, -3.047, -2.114], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Colon,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -0.5756, ""whislo"": -9.966, ""whishi"": 3.987, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Colon,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.1031, 1.66, 1.098, 0.044, -2.466, 1.401, 1.541, 0.688, 1.064, -0.7588, -0.8339, 0.8883, -1.056, -1.639, -1.248, -2.114, -0.5332, -1.318, -1.392, -5.012, -1.47, 3.342, 0.2998, -1.283, -1.781, -1.884, 0.3796, -1.086, -0.3383, 0.099, -1.552, -1.149, -1.685, 0.9343, -1.431, -1.639, 0.2762, -0.9971, -0.0574, -1.595, 0.5568, 0.3685, -0.0277, 0.044, -0.7346, 1.183, -0.5973, 1.576, 1.239, -1.248, 1.774, -1.056, -2.178, 0.8647, -1.47, -1.51, 1.449, -0.9132, -0.7834, -0.8084, -2.466, 1.628, -0.9406, -1.056, -0.8863], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Colon,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -3.816, -3.458, -3.171, -0.9132, -5.012, -3.171, -4.293, -5.012, -4.608, -0.9971, -5.574, -3.816, -4.608, -5.012, -4.035, -2.053, -6.506, -3.171, -5.574, -4.608, -5.574, -2.466, -4.293, -6.506, -6.506, -4.293, -4.293, -3.171, -2.315, -4.035, -4.035, -3.816, -1.685, -2.466, -2.727, -4.608, -4.608, -4.035, -2.932, -3.816, -5.574, -3.458, -2.826, -6.506, -4.608, -3.308, -2.635, -2.727, -1.994, -1.938, -0.5973, -5.012, -2.114, -1.781, -4.035, -4.608, -5.012, -5.012, -5.012, -2.466, -5.012, -5.574, -3.816, -5.012, -3.816, -2.548, -2.932], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Colon,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -3.2394999999999996, ""q1"": -5.574, ""q3"": -0.1148, ""whislo"": -9.966, ""whishi"": 4.403, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Colon,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.548, -0.1504, -2.727, -3.047, -2.932, -3.308, -2.466, -2.635, -2.635, -2.245, -2.635, -2.826, -2.053], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Colon,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.171, ""whislo"": -9.966, ""whishi"": 1.758, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Esophagus,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.293, -4.035, -3.626, -4.608, -1.781, -4.293, -4.608, -4.293, -2.466, -2.826, -2.388, -2.826, -3.626, -2.727, -2.826, -3.047, -0.9971, -4.035, -4.608, -4.608, -3.458, -3.047, -5.012, -3.308, -5.012, -1.831, -3.816, -4.035, -2.245, -3.308, -6.506, -1.026, -1.355, -2.548, -4.035, -4.035, -5.012, -4.608, -4.608, -1.431, -3.816, -4.293, -2.114, -4.293, -3.171, -3.458, -3.171, -4.293, -4.293, -4.293, -5.574, -5.012, -5.574, -3.816, -3.047, -3.308, -3.626, -3.816, -2.053, -4.608, -4.035, -5.012, -3.308, -4.608, -2.245, -2.466, -5.012, -3.816, -4.293, -5.012, -5.574, -4.293, -2.635, -6.506, -2.932, -4.035, -2.932, -3.047, -4.035, -2.245, -4.608, -3.308, -4.293, -2.388, -4.293, -5.574, -3.626, -4.035, -5.012, -4.608, -3.626, -3.816, -3.308, -4.608, -2.466, -3.171, -2.245, -4.035, -2.635, -2.245, -4.035, -2.114, -3.458, -4.035, -3.171, -2.826, -4.293, -1.355, -2.635, -1.552, -2.932, -5.012, -3.816, -4.035, -1.149, -4.608, -3.171, -3.626, -4.608, -4.608, -3.816, -4.035, -4.035, -4.293, -4.035, -2.388, -4.608, -3.308, -3.308, -3.308, -6.506, -4.035, -4.035, -3.816, -3.047, -4.035, -4.035, -3.816], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Esophagus,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.178, ""whislo"": -9.966, ""whishi"": 3.494, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Esophagus,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.5756, -0.7108, 0.7233, 1.522, -0.6873, 1.118, -2.548, 0.4016, -0.0725, -1.884, 0.5568, -3.171, -0.1665, -3.171, -4.293, -2.053, 2.625, 1.71, -1.086, -0.3566, 0.2522, -0.1828, -1.552, -0.8084, -1.355, -1.086, 1.99, -4.035, 0.2154, -0.6643, -1.552, -3.047, -0.7108, -2.548, 0.099, -1.086, -0.2328, -0.5543, -0.9686, 0.5568, -0.6416, -0.0725, 0.4125, -1.431, -0.9686, -2.178, -1.781, -1.639, -0.9971, 0.4016, -1.283, -3.626, 0.8327, -3.171, -4.608, -3.458, -0.3383, -1.056, -1.392, -0.9971, -5.574, 0.1903, -0.8863, -0.5125, -1.283, -1.552, -2.548, -1.181, -0.4719, 1.832, -0.1187, -1.026, -0.8339, -1.685, 0.0014, 0.1257, 1.098, 0.5763, -2.826, -2.388, 0.6517, -1.355, 0.8082, -1.639, 0.517, -1.431, 0.8488, -3.171, -1.831, 0.2998, -5.574, -4.608, -1.994, 0.0718, 2.616, -4.293, -0.6643, 0.3907, -1.056, -3.171, 1.439, 1.209, 1.556, -2.548, -1.056, -1.595, -1.117, 0.4865, -2.826, -1.552, 0.679, 0.2881, -0.4521, -0.9132, -0.9406, -0.3201, -3.626], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Esophagus,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-6.506, -4.293, -6.506, -3.458, -2.826, -2.826, -4.608, -2.053, -2.548, -3.626, -5.574, -4.293, -3.171, -3.458, -2.932, -5.574, -5.574, -4.608, -3.816, -5.574, -5.012, -5.574, -3.458, -4.293, -2.466, -5.012, -4.608, -3.458, -1.938, -4.293, -4.608, -5.574, -4.293, -3.816, -5.012, -2.315, -1.994, -5.574, -5.574, -2.388, -6.506, -2.932, -4.608, -3.458, -6.506, -2.315, -2.826, -5.012, -6.506, -2.548, -2.245, -5.574, -4.035, -6.506, -5.012, -3.047, -5.574, -3.171, -3.626, -3.816, -4.035, -3.626, -1.181, -6.506, -6.506, -5.012, -1.392, -6.506, -3.047, -4.293, -6.506, -2.932, -1.831, -3.171, -4.608, -4.035, -2.548, -3.171, -3.308, -4.293, -2.826, -3.458, -2.932, -2.388, -6.506, -3.047, -3.626, -5.574, -5.012, -3.171, -4.293, -2.932, -2.178, -4.293, -1.884, -5.012, -2.548, -4.608, -5.574, -5.012, -6.506, -2.826, -5.012, -2.245, -5.012, -4.035, -3.458, -3.816, -3.816, -2.548, -2.548, -6.506, -5.574, -5.574, -4.608, -2.635, -4.608, -4.293, -4.608, -2.932, -4.293, -3.308, -2.315, -2.635, -1.884, -4.035, -4.293, -3.171, -5.012, -3.816, -4.608, -2.635, -3.458, -2.548, -3.626, -4.293, -2.114, -3.171, -5.012, -3.171, -2.826, -2.548, -5.012, -3.816, -3.047, -4.035, -5.012, -1.938, -1.51, -3.816, -5.012, -3.308], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Esophagus,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -3.458, ""q1"": -5.574, ""q3"": -1.318, ""whislo"": -9.966, ""whishi"": 4.022, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Esophagus,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.171, -3.458, -2.548, -2.053, -2.466, -2.932, -2.727, -2.315, -3.308, -3.047, -1.595, -2.053, -2.548, -2.245, -2.727, -3.047, -2.932, -2.315, -2.466, -3.047], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Esophagus,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.8863, -2.548, -0.2328, 0.7999, -6.506, -2.388, -3.458, -0.6416, -4.035, -1.086, 0.4967, 1.008, 1.064, -2.466, -4.035, -3.047, -1.831, 0.6239, 0.688, -2.053, -3.458, -5.574, 0.6145, -2.388, -3.308, -0.5756, -1.685, 0.2881, -0.9686, -2.245, -2.466, -1.056, -1.884, 1.221, 2.183, -2.727, -0.4521, -3.171, -1.47, -1.181, -2.548, -1.732, -2.245, -1.595, -1.283, -3.816, -3.047, -3.171, -2.315, -2.826, -2.245, -1.086, -0.7588, -3.626, -4.035, -2.635, -0.8084, -1.214, -4.608, -2.114, -1.181, -1.938, -2.245, -2.245, -2.932, 0.1257, -4.035, -1.283, -2.932, -1.781, -0.3752, -1.51, -1.994, -3.047, 0.24, 0.9191, -3.626, -2.315, -0.5125, -4.035, -3.626, 0.4552, -0.8339, -0.8863, -6.506, 0.24, -3.171, -0.4131, -4.293, -0.5973, -1.056, -2.635, -2.245, 0.9642, -0.7346, -3.171, -1.685, -1.732, -2.466, -2.114, -2.178, -0.5332, -0.4521, 0.2762, -4.035, -3.458, -2.315, -4.293, 0.1776, -3.458, -5.012, -4.608, -5.574, 1.252, -6.506, -1.685, -2.245, -5.012, -2.635, -1.639, -3.047, 0.9419, -6.506, -3.308, -0.5543, -1.47, -1.884, 0.6517, -2.727, -5.574, -1.595, -2.315, 1.022, -0.1993, 0.1257, -0.1993, -3.458, -0.7108, -2.826, -3.626, -0.8863, -1.283, -0.7108, -5.574, 0.7058, -2.826, -3.171, -5.012, 0.605, -0.8863, 0.7664, -1.431, -0.394, -2.466, -1.149], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Fallopian Tube,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.548], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Fallopian Tube,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Fallopian Tube,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -3.308, ""q1"": -9.966, ""q3"": -3.047, ""whislo"": -9.966, ""whishi"": -1.639, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Fallopian Tube,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Fallopian Tube,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -2.315, ""q1"": -3.047, ""q3"": -2.315, ""whislo"": -3.047, ""whishi"": -2.315, ""fliers"": [-0.5756, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Fallopian Tube,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Fallopian Tube,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Heart,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.171, -5.574, -6.506, -4.608, -4.608, -4.608, -5.012, -6.506, -2.466, -6.506, -2.548, -3.171, -2.388, -2.245, -4.035, -4.035, -4.608, -2.826, -4.035, -4.608, -5.012, -3.047, -5.574, -3.047, -5.012, -5.574, -4.035, -2.727, -4.608, -5.574, -1.026, -5.012, -4.035, -4.035, -3.626, -3.458, -5.012, -4.035, -3.626, -4.293, -3.626, -6.506, -3.458, -4.293, -6.506, -3.458, -4.608, -4.293, -3.816, -5.012, -4.608, -3.816, -4.608, -5.012, -6.506, -5.012, -3.047, -2.635, -2.826, -4.293, -3.626, -3.816, -2.466, -5.574, -3.816, -3.816, -3.458, -4.035, -4.293], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Heart,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.5756, -1.248, -5.012, -2.727, -4.608, -3.816, -1.639, -0.9686, -2.932, -5.012, -3.626, -3.308, -5.574, -2.466, -3.171, -5.574, -2.635, -5.574, 0.3231, -1.431, -2.932, -3.308, -4.608, -3.626, -6.506, -5.012, -2.932, -6.506, -4.035, -5.012, -4.035, -0.5756, -3.047, -4.293, -2.388, -3.626, -2.635, -4.293, -4.608, -6.506, -4.293, 1.183, -0.7108, -3.626, -4.608, -3.047, -3.816, -2.826, -4.608, -4.035, -2.466, -5.012, -0.4131, -4.035, -4.035, -5.012, -3.816, -0.2671, -6.506, -2.635, -5.012, -2.114, -5.012, -5.574, -3.458, -2.932, -4.608, -4.035, -3.171, -0.8599, -0.1504, -4.608, -1.026, -4.035, -6.506, -6.506, -5.012, -3.458, -2.826, -6.506, -2.315, 1.816, -3.308], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Heart,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.458, -3.047, -3.626, -2.053, -5.574, -3.458, -4.293, -2.245, -3.458, -3.308, -5.012, -2.245, -2.932, -0.4521, -0.4131, -5.012, -3.171, -3.458, -4.608, -0.8084, -3.626, -4.608, -3.458, -2.932, -1.732], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
